Codigo	Descripcion	Precio Costo	Precio Venta	Precio Mayoreo	Inventario	Inv. Minimo	Departamento
 AVAPENA TAB	Avapena Tab Suelta	$15.00	$15.00	$15.00	16	0	PASTILLAS SUELTAS
 AWANTOMETRO	Awantometro	$10.00	$10.00	$10.00	5	0	VENTA LIBRE
7.50221E+12	Azitromicina Susp 4.00g	$90.00	$90.00	$90.00	0	0	generico (Eliminado 06/08/2020)
7.50224E+12	Azitromicina Tab 500	$150.00	$150.00	$150.00	7	0	PAPELERIA
7.50108E+12	Azitromicina Tab 500 Mg	$130.00	$130.00	$130.00	4	0	GENERICOS
7.50183E+12	Azogen Tab	$80.00	$80.00	$80.00	0	0	GENERICOS
 AZOMYR	Azomyr	$330.00	$330.00	$330.00	0	0	PATENTE
1.30688E+12	B Tracet Ex Tabletas	$100.00	$100.00	$100.00	0	0	PATENTE
1.30688E+12	B Tracet Pl Inyectable	$90.00	$90.00	$90.00	0	0	PATENTE
 BARRAS BRAN FRUT 	BARRAS BRAN FRUT	$10.00	$10.00	$10.00	4	0	VENTA LIBRE
 BARRAS DE COCO	BARRAS DE COCO	$12.00	$12.00	$12.00	2	0	VENTA LIBRE
 BARRITAS 	BARRITAS 	$10.00	$10.00	$10.00	7	0	VENTA LIBRE
7.50135E+12	BENCILPENICILINA 1 000 000 U	$26.00	$26.00	$26.00	0	0	GENERICOS
7.502E+12	BETAMETASONA CREMA 	$65.00	$65.00	$65.00	0	0	GENERICOS
7.50156E+12	BIFONAZOL CREMA	$85.00	$85.00	$85.00	0	0	GENERICOS
 BIG MIX 	BIG MIX 	$10.00	$10.00	$10.00	3	0	VENTA LIBRE
 BLOCK SUPER BLOCK	BLOCK SUPER BLOCK	$15.00	$15.00	$15.00	12	0	PAPELERIA
 BOING CAJA	BOInG CAJA 	$8.00	$8.00	$8.00	0	0	VENTA LIBRE
 BOLSA DE GLOBOS NO 9	BOLSA DE GLOBOS BLOGOS NO 9 METALICOS	$42.00	$42.00	$42.00	5	0	PAPELERIA
 BONAFONT 1LITRO NATU	BONAFONT 1 LITRO NATURAL 	$12.00	$12.00	$12.00	7	0	VENTA LIBRE
 BONAFONT 1.5ML NATUR	BONAFONT 1.5ML NATURAL	$14.00	$14.00	$14.00	32	0	VENTA LIBRE
 BONAFONT 6 LITROS 	BONAFONT 6 LITROS 	$30.00	$30.00	$30.00	1	0	VENTA LIBRE
 BONAFONT 600ML NATUR	BONAFONT 600ML NATURAL 	$8.00	$8.00	$8.00	42	0	VENTA LIBRE
 BUBALOO	BUBALOO 	$1.50	$1.50	$1.50	8	0	VENTA LIBRE
 BUBULUBUS 	BUBULUBU	$8.00	$8.00	$8.00	0	0	VENTA LIBRE
7.50113E+12	BUDESONIDA SUSP 0.125 NEBULIZAR	$250.00	$250.00	$250.00	0	0	GENERICOS
7.502E+12	BUTILHIOSINA /METAMIZOL INY	$50.00	$50.00	$50.00	0	0	generico (Eliminado 06/08/2020)
7.50107E+12	Baby Kanka 	$123.00	$123.00	$123.00	0	0	PATENTE
7.50101E+12	Bactrim Supension	$165.00	$165.00	$165.00	0	0	PATENTE
7.502E+12	Bactropin Tab 400/80 Mg	$40.00	$40.00	$40.00	0	0	GENERICOS
6.5024E+11	Balsamo Bengue Pomada Verde 35g	$69.00	$69.00	$69.00	0	0	PATENTE
 BALSAMO DENTAL	Balsamo Dental	$38.00	$38.00	$38.00	2	0	rebotica
 BARAJA PLASTIFICADA	Baraja Plastificada	$33.00	$33.00	$33.00	3	0	PAPELERIA
 BARAJAS BARRILITO	Barajas Barrilito	$45.00	$45.00	$45.00	3	0	PERFUMERIA
7.502E+12	Barmicil Crema	$38.00	$38.00	$38.00	4	0	GENERICOS
 BARRRA SILICON	Barra Silicon Transparente	$2.50	$2.50	$2.50	60	0	PAPELERIA
 BARRAS DE SILICON 	Barras De Silicon	$2.00	$2.00	$2.00	151	0	PAPELERIA
 BARRITAS MINI	Barritas Mini	$5.00	$5.00	$5.00	0	0	VENTA LIBRE
7.50199E+12	Bastidor 25x35 Cm	$75.00	$75.00	$75.00	2	0	PAPELERIA
 BAZUCAS 30CM	Basucas De 30cm	$50.00	$50.00	$50.00	0	0	PAPELERIA
 BASUCAS 40 CM	Basucas De 40cm	$59.00	$59.00	$59.00	3	0	PAPELERIA
 BATA CIRUJANO	Bata Cirujano	$60.00	$60.00	$60.00	9	0	- Sin Departamento -
7.50105E+12	Bata Medico Paciente	$40.00	$40.00	$40.00	5	0	MATERIAL DE CURACION
7.50102E+12	Batita Escolar	$90.00	$90.00	$90.00	2	0	PAPELERIA
7.503E+12	Baño Coloide	$48.00	$48.00	$48.00	0	0	GENERICOS
6.5024E+11	Bebida M Force 1 Noche 	$49.00	$49.00	$49.00	2	0	PERFUMERIA
7.50224E+12	Bebistan Suplemento Alimenticio 32g	$345.00	$345.00	$345.00	4	0	PATENTE
7.50112E+12	Bedoyecta Capsulas	$229.00	$229.00	$229.00	0	0	PATENTE
 BEDOYECTA TRI 	Bedoyecta Tri 1ampInyectable	$70.00	$70.00	$70.00	0	0	PATENTE
7.50112E+12	Bedoyecta Tri Inyectable	$375.00	$375.00	$375.00	0	0	PATENTE
 BEDOYECTA TRI PATENT	Bedoyecta Tri Patente	$398.00	$398.00	$398.00	0	0	PATENTE
7.50135E+12	Bencipenicilina 1200 000	$35.00	$35.00	$35.00	28	0	GENERICOS
7.50135E+12	Bencipenicilina 400 000 Ul	$28.00	$28.00	$28.00	15	0	GENERICOS
6.5024E+11	Bengue Caps	$88.00	$88.00	$88.00	2	0	PATENTE
7.50113E+12	Benzatina Bencilpenicilina 1 200 000U	$35.00	$35.00	$35.00	10	0	GENERICOS
7.50147E+12	Benzonatato Perlas	$30.00	$30.00	$30.00	0	0	GENERICOS
7.503E+12	Benzonatato Tabletas F1	$60.00	$60.00	$60.00	2	0	GENERICOS
7.50101E+12	Bepanthen 	$65.00	$65.00	$65.00	0	0	BEBES
7.50101E+12	Berocca Efervescente	$102.00	$102.00	$102.00	0	0	PATENTE
7.50175E+12	Betametasona Crema	$80.00	$80.00	$80.00	2	0	GENERICOS
7.50154E+12	Betametasona Inyectable 4 Mg	$60.00	$60.00	$60.00	0	0	GENERICOS
7.50154E+12	Bezafibrato 200mg Brufiza	$55.00	$55.00	$55.00	2	0	GENERICOS
7.50108E+12	Bezafibrato Tab	$55.00	$55.00	$55.00	3	0	GENERICOS
7.502E+12	Bezafibrato Tabletas 400 Mg	$95.00	$95.00	$95.00	2	0	GENERICOS
7.50103E+12	Biberon 2 Onzas	$13.00	$13.00	$13.00	0	0	BEBES
7.50103E+12	Biberon 2 Onzas Anticolicos	$36.00	$36.00	$36.00	0	0	PERFUMERIA
7.59684E+11	Biberon 4 Oz Rosa 	$20.00	$20.00	$20.00	6	0	BEBES
7.50103E+12	Biberon 8 0nzas Evenflo Micky	$50.00	$50.00	$50.00	0	0	BEBES
7.59684E+11	Biberon 8 Onzas Jaloma Sencillo	$16.00	$16.00	$16.00	0	0	BEBES
2.07597E+13	Biberon 8 onzas Jaloma	$20.00	$20.00	$20.00	0	0	BEBES
7.59684E+11	Biberon Azul 4 Oz	$18.00	$18.00	$18.00	0	0	BEBES
7.50103E+12	Biberon Cuello Ancho 9 Oz	$52.00	$52.00	$52.00	0	0	BEBES
7.59684E+11	Biberon Curity grande	$20.00	$20.00	$20.00	0	0	BEBES
7.50222E+12	Biberon Docura 9 0nzas	$48.00	$48.00	$48.00	0	0	BEBES
7.50103E+12	Biberon Evenflo 4 Onzas	$15.00	$15.00	$15.00	0	0	PERFUMERIA
7.50103E+12	Biberon Evenflo 4 Onzas	$19.00	$19.00	$19.00	0	0	BEBES
7.50103E+12	Biberon Evenflo 4onzas	$32.00	$32.00	$32.00	0	0	PERFUMERIA
7.50103E+12	Biberon Evenflo 4oz	$13.00	$13.00	$13.00	0	0	BEBES
7.50103E+12	Biberon Evenflo 8oz 	$20.00	$20.00	$20.00	3	0	BEBES
7.50103E+12	Biberon Evenflo Acuario	$20.00	$20.00	$20.00	0	0	BEBES
7.50103E+12	Biberon Evenflo Cuello Ancho	$45.00	$45.00	$45.00	0	0	BEBES
7.50103E+12	Biberon Evenflo8 0nzas 	$15.00	$15.00	$15.00	0	0	BEBES
7.59684E+11	Biberon Jaloma	$20.00	$20.00	$20.00	0	0	BEBES
 BIBERON JALOMA 4ON	Biberon Jaloma 4 Onzas Con Mamila Anticolicos	$16.00	$16.00	$16.00	0	0	BEBES
75968415101	Biberon Jaloma 8 Onzas 	$20.00	$20.00	$20.00	0	0	BEBES
7.59684E+11	Biberon Jaloma 8 Onzas	$22.00	$22.00	$22.00	0	0	BEBES
7.59684E+11	Biberon Jaloma 8 Onzas	$22.00	$22.00	$22.00	0	0	BEBES
7.59684E+11	Biberon Jaloma 8 Onzas Bebe	$20.00	$20.00	$20.00	0	0	PERFUMERIA
7.59684E+11	Biberon Jaloma Cristal 8 Onzas	$22.00	$22.00	$22.00	1	0	BEBES
7.50103E+12	Biberon Mike 8oz	$29.00	$29.00	$29.00	0	0	BEBES
37836060014	Biberon Ricitos De Oro 4 Onzas	$39.00	$39.00	$39.00	0	0	BEBES
37836060021	Biberon Risitos De Oro 8oz	$45.00	$45.00	$45.00	0	0	BEBES
7.59684E+11	Biberon Roza De 8 Oz 	$22.00	$22.00	$22.00	1	0	BEBES
7.50103E+12	Biberon Ternura 4 Onzas	$20.00	$20.00	$20.00	0	0	BEBES
7.50103E+12	Biberon Ternura 4 Onzas	$19.00	$19.00	$19.00	0	0	BEBES
7.50103E+12	Biberon Ternura 8 Onzas	$25.00	$25.00	$25.00	4	0	BEBES
7.50104E+12	Biberon curity Chico	$15.00	$15.00	$15.00	0	0	BEBES
7.59685E+11	Bicarbonato De Sodio	$15.00	$15.00	$15.00	0	0	PATENTE
7.50201E+12	Bicarbonato De Sodio Caja	$12.00	$12.00	$12.00	1	0	rebotica
 BICARBONATO SOBRE	Bicarbonato Sobre	$5.00	$5.00	$5.00	3	0	rebotica
 BIGOTES	Bigotes	$10.00	$10.00	$10.00	1	0	VENTA LIBRE
 BILLETES	Billetes X Paquete	$28.00	$28.00	$28.00	2	0	PAPELERIA
 BIMBUñUELOS 	Bimbuñuelos 	$16.00	$16.00	$16.00	2	0	VENTA LIBRE
7.50132E+12	Binotal Susp 250/5	$98.00	$98.00	$98.00	0	0	PATENTE
6.5024E+11	Bio Electro Tab	$75.00	$75.00	$75.00	2	0	PATENTE
7.5024E+11	Bioelectro Tabletas	$68.00	$68.00	$68.00	0	0	PATENTE
7.50157E+12	Biomesina Compuesta Tab	$48.00	$48.00	$48.00	0	0	GENERICOS
7.50105E+12	Biometrix A Ox Capsulas	$178.00	$178.00	$178.00	1	0	PATENTE
7.50105E+12	Biometrix Capsulas	$129.00	$129.00	$129.00	0	0	PATENTE
7.50156E+12	Bionokaltran Calcio Efervescente	$65.00	$65.00	$65.00	0	0	GENERICOS
7.50156E+12	Biotrivin Tab 	$40.00	$40.00	$40.00	0	0	GENERICOS
7.50104E+12	Bisolvon Infantil Jarabe	$110.00	$110.00	$110.00	0	0	PATENTE
7.50104E+12	Bisolvon Jarabe Adulto	$120.00	$120.00	$120.00	0	0	PATENTE
7.50182E+12	Block De Nota 1/2 Carta Esquela Original	$20.00	$20.00	$20.00	13	0	PAPELERIA
7.50201E+12	Block De Notas De Remision 1/8 	$7.00	$7.00	$7.00	0	0	PAPELERIA
7.50201E+12	Block De Notas De Remision Ryter	$9.00	$9.00	$9.00	4	0	PAPELERIA
 BLOCK DE NOTAS NEON 	Block De Notas Neon 	$20.00	$20.00	$20.00	12	0	PAPELERIA
 BLOCK	Block De Recibo De Dinero	$35.00	$35.00	$35.00	1	0	PAPELERIA
 BLOCK DIBUJI MARQUIL	Block Dibujo Marquilla 20 Hojas	$36.00	$36.00	$36.00	1	0	PAPELERIA
 BLOCK DIBUJO MARQUIL	Block Dibujo Marquilla 30 Hojas	$49.00	$49.00	$49.00	0	0	PAPELERIA
 BLOCK MILIMETRICO 	Block Milimetrico 	$30.00	$30.00	$30.00	2	0	PAPELERIA
 BLOCK STICKER	Block Sticker Diferentes Modelos	$28.00	$28.00	$28.00	5	0	PAPELERIA
7.50135E+12	Bloqueador Amsasun 35	$85.00	$85.00	$85.00	0	0	PERFUMERIA
79656406535	Bloqueador Banana	$95.00	$95.00	$95.00	0	0	PERFUMERIA
4.00581E+12	Bloqueador Nivea Spray	$160.00	$160.00	$160.00	0	0	PERFUMERIA
7.50103E+12	Bloqueador Solar Off 200ml	$75.00	$75.00	$75.00	0	0	PERFUMERIA
4.00581E+12	Bloqueador Zum Kids 150ml	$155.00	$155.00	$155.00	0	0	PERFUMERIA
 BOCADIN	Bocadin	$2.00	$2.00	$2.00	18	0	VENTA LIBRE
 BOLA DE UNICEL 	Bola De Unicel #1	$1.00	$1.00	$1.00	0	0	PAPELERIA
 BOLA DE UNICEL #10	Bola De Unicel #10	$11.00	$11.00	$11.00	5	0	PAPELERIA
 BOLA DE UNICEL #11	Bola De Unicel #11	$16.00	$16.00	$16.00	7	0	PAPELERIA
 BOLA DE UNICEL #2	Bola De Unicel #2	$1.50	$1.50	$1.50	46	0	PAPELERIA
 BOLA DE UNICEL 3	Bola De Unicel #3	$2.00	$2.00	$2.00	39	0	PAPELERIA
 BOLA DE UNICEL #4	Bola De Unicel #4	$2.50	$2.50	$2.50	20	0	PAPELERIA
 BOA DE UNICEL #5	Bola De Unicel #5	$3.00	$3.00	$3.00	19	0	PAPELERIA
 BOLA DE UNICEL#7	Bola De Unicel #7	$4.00	$4.00	$4.00	6	0	PAPELERIA
 BOLA DE UNICEL #9	Bola De Unicel #9	$7.00	$7.00	$7.00	14	0	PAPELERIA
 BOLAS DE UNICEL #0	Bolas De Unicel #0	$0.50	$0.50	$0.50	83	0	PAPELERIA
 BOLCITA DE SEGUROS	Bolcita De Seguros	$15.00	$15.00	$15.00	10	0	PAPELERIA
 BOLIGRAFO RETRACTIL 	Boligrafo Retractil Zebra Mediano	$18.00	$18.00	$18.00	23	0	PAPELERIA
 BOLIGRAFO ZEBRA	Boligrafo Zebra 	$12.00	$12.00	$12.00	3	0	PAPELERIA
 BOLSA DE ARGOLLAS DE	Bolsa De Argollas De Plastico 	$26.00	$26.00	$26.00	3	0	PAPELERIA
 BOLSA DE CEBOLLITAS	Bolsa De Cebollitas	$18.00	$18.00	$18.00	0	0	VENTA LIBRE
 BOLSA DE CELOFAN	Bolsa De Celofan Mediana	$5.00	$5.00	$5.00	34	0	PAPELERIA
 BOLSA FICHA POKER	Bolsa De FICHA PARA POKER	$29.00	$29.00	$29.00	2	0	PAPELERIA
 GLOBOS	Bolsa De Globos #10 Blogos Neon 	$40.00	$40.00	$40.00	5	0	PAPELERIA
 BOLSA DE GLOBOOS 	Bolsa De Globos #12 C/100	$98.00	$98.00	$98.00	0	0	PAPELERIA
 BOLSA DE GLOBO 	Bolsa De Globos #3	$24.00	$24.00	$24.00	3	0	PAPELERIA
 BOLSA DE GLOBOS 	Bolsa De Globos #5 C/100	$29.00	$29.00	$29.00	2	0	PAPELERIA
 BOLSA DE GLOBOS #7	Bolsa De Globos #7	$59.00	$59.00	$59.00	8	0	PAPELERIA
 BLOGOS	Bolsa De Globos #7 Blogos Neon	$48.00	$48.00	$48.00	2	0	PAPELERIA
 BOLSA DE GLOBOS 1	Bolsa De Globos #9 C/100	$75.00	$75.00	$75.00	5	0	PAPELERIA
7.66853E+12	Bolsa De Globos Fosforecentes	$20.00	$20.00	$20.00	0	0	PAPELERIA
 BOLSA DE LIGAS	Bolsa De Ligas	$25.00	$25.00	$25.00	3	0	PAPELERIA
 BOLSA DE LIGAS NEON	Bolsa De Ligas Neon	$19.00	$19.00	$19.00	2	0	PAPELERIA
 BOLSA DE NIEVE	Bolsa De Nieve	$9.00	$9.00	$9.00	8	0	PAPELERIA
 BOLSA DE REGALO CHIC	Bolsa De Regalo Chica Economico 	$10.00	$10.00	$10.00	114	0	PAPELERIA
 BOLSA DE REGALO 	Bolsa De Regalo Multicolor Mediana	$12.00	$12.00	$12.00	0	0	PAPELERIA
 LIGAS	Bolsa Deligas De Colores Normal	$20.00	$20.00	$20.00	3	0	PAPELERIA
 BOLSAS GRANDE DAMA	Bolsa Grande Dama	$20.00	$20.00	$20.00	12	0	PAPELERIA
 BOLSA JUMBO	Bolsa Jumbo	$25.00	$25.00	$25.00	17	0	PAPELERIA
 BOLSA DE POM POM	Bolsa Pom Pom Surtido C/78	$28.00	$28.00	$28.00	1	0	PAPELERIA
 BOLSA REGALO E	Bolsa Regalo Extragrande	$39.00	$39.00	$39.00	2	0	PAPELERIA
 BOLSA REGALO GRANDE 	Bolsa Regalo Grande	$15.00	$15.00	$15.00	10	0	PAPELERIA
 BOLSA REGALO GRAN	Bolsa Regalo Grande Multicolores	$18.00	$18.00	$18.00	9	0	PAPELERIA
 BOLSA REGALO MEDIANO	Bolsa Regalo Mediano	$12.00	$12.00	$12.00	76	0	PAPELERIA
 BOLSA REGALO MINI	Bolsa Regalo Mini	$8.00	$8.00	$8.00	10	0	PAPELERIA
 BOLSA REGALO CHICA	Bolsa Regalo Multicolor Chica	$10.00	$10.00	$10.00	4	0	PAPELERIA
 BOLSA REGALO	Bolsa Regalo Multicolor Mini	$7.00	$7.00	$7.00	8	0	PAPELERIA
 BOLSA DE REGALO G	Bolsa de Regalo Economica Grande	$16.00	$16.00	$16.00	29	0	PAPELERIA
 BOLSA DE REGALOS	Bolsa de Regalos Navidad	$18.00	$18.00	$18.00	4	0	PAPELERIA
 BOLSAS 14 DE FEBRERO	Bolsas 14 De Febrero Grandes	$20.00	$20.00	$20.00	11	0	PAPELERIA
 BOLSAS DE CELOFAN	Bolsas De Celofan	$8.00	$8.00	$8.00	39	0	PAPELERIA
 BOLSAS DE CELOFAN GR	Bolsas De Celofan Grandes De Corazon	$7.00	$7.00	$7.00	17	0	PAPELERIA
 BOLSAS DE CELOFAN M	Bolsas De Celofan Medianas De Corazon	$5.00	$5.00	$5.00	21	0	PAPELERIA
 BOLSAS DE REGALO 14 	Bolsas De Regalo 14 De Febrero Medianas	$15.00	$15.00	$15.00	10	0	PERFUMERIA
 BOLSAS PARA COLOSTOM	Bolsas Para Colostomia	$620.00	$620.00	$620.00	0	0	MATERIAL DE CURACION
 CARAMELO	Bolsita Caramelo DyB	$10.00	$10.00	$10.00	25	0	VENTA LIBRE
 BOLZAZA	Bolzaza	$17.00	$17.00	$17.00	0	0	VENTA LIBRE
 BOMBA BLOGOS	Bomba Infladora Manual Blogos	$40.00	$40.00	$40.00	2	0	PAPELERIA
 BOMBA	Bomba Infladora Manual De Payaso	$55.00	$55.00	$55.00	2	0	PAPELERIA
 BOMBONOTE	Bombonete	$8.00	$8.00	$8.00	2	0	VENTA LIBRE
7.50129E+12	Bonadoxina Gotas	$118.00	$118.00	$118.00	1	0	PATENTE
7.50129E+12	Bonadoxina Jarabe	$150.00	$150.00	$150.00	0	0	PATENTE
7.50129E+12	Bonadoxina Tabletas 	$202.00	$202.00	$202.00	0	0	PATENTE
 BONAFON DE 10 LITROS	Bonafon De 10 Litros	$36.00	$36.00	$36.00	0	0	VENTA LIBRE
 BONAFONT 4 LITROS	Bonafont 4 Litros	$22.00	$22.00	$22.00	1	0	VENTA LIBRE
 BONOBON	Bonobon	$7.00	$7.00	$7.00	5	0	VENTA LIBRE
 BORRADOR LAPIZ HINDR	Borrador Lapiz Hindra	$10.00	$10.00	$10.00	31	0	PAPELERIA
 BORRADOR SMARTY	Borrador Smarty Con 2 Piezas	$288.00	$28.00	$28.00	0	0	PAPELERIA
 BOTE ALFABETICO	Bote Alfabetico Chico	$60.00	$60.00	$60.00	2	0	PAPELERIA
 BOTE ALFABETICO GR	Bote Alfabetico Grande	$85.00	$85.00	$85.00	2	0	PAPELERIA
 BOTE DE DIAMANTINA	Bote De Diamantina 	$14.00	$14.00	$14.00	38	0	PAPELERIA
 BOTE DE PLUMINES SHE	Bote De Plumines Shely Con 12	$40.00	$40.00	$40.00	2	0	PAPELERIA
7.59684E+11	Botiquin Jaloma Caja Plastica	$185.00	$185.00	$185.00	2	0	MATERIAL DE CURACION
7.50112E+12	Bre-A-Col Jarabe Miel Limon	$130.00	$130.00	$130.00	0	0	PATENTE
7.50112E+12	Breacol Jarabe Uva 	$120.00	$120.00	$120.00	0	0	PATENTE
7.50201E+12	Bregamin	$30.00	$30.00	$30.00	0	0	GENERICOS
7.50201E+12	Bregamin Tab	$35.00	$35.00	$35.00	0	0	generico (Eliminado 06/08/2020)
75001865	Brillantina Palmolive 115	$35.00	$35.00	$35.00	2	0	PERFUMERIA
75001858	Brillantina Palmolive 199ml	$48.00	$48.00	$48.00	2	0	PERFUMERIA
75001872	Brillantina Palmolive 52 Ml	$23.00	$23.00	$23.00	1	0	PERFUMERIA
7.50136E+12	Broche Acco	$2.00	$2.00	$2.00	41	0	PAPELERIA
 BROCHE BACO 	Broche Baco	$2.00	$2.00	$2.00	8	0	PAPELERIA
 BROCHE BACO X CAJA	Broche Baco X Caja	$72.00	$72.00	$72.00	0	0	PAPELERIA
 BROCHE PARA GAFETE 	Broche Para Gafete	$5.00	$5.00	$5.00	86	0	PAPELERIA
7.14707E+11	Brocolin Etiqueta Verde 250 Ml	$130.00	$130.00	$130.00	1	0	PATENTE
7.14706E+11	Brocolin Tabletas Miel Menta	$28.00	$28.00	$28.00	0	0	PATENTE
7.50157E+12	Bromhexina Adulto Jarabe	$48.00	$48.00	$48.00	0	0	GENERICOS
7.50183E+12	Bromhexina Jarabe Adulto	$45.00	$45.00	$45.00	2	0	GENERICOS
7.50157E+12	Bromhexina Solucion Infantil	$38.00	$38.00	$38.00	3	0	GENERICOS
7.502E+12	Brominol C Infantil	$35.00	$35.00	$35.00	0	0	GENERICOS
7.50135E+12	Bromuro De Ipatropio Para Nebulizar	$285.00	$285.00	$285.00	0	0	GENERICOS
7.50222E+12	Bromuro De Pinaverio Tab	$70.00	$70.00	$70.00	0	0	GENERICOS
7.14707E+11	Broncolin Caramelo Cereza 40g	$27.00	$27.00	$27.00	0	0	PATENTE
7.14706E+11	Broncolin Etiqueta Azul Jarabe	$67.00	$67.00	$67.00	0	0	PATENTE
7.14707E+11	Broncolin Etiqueta Verde	$78.00	$78.00	$78.00	0	0	PATENTE
7.14707E+11	Broncolin Eucalipto Sugra Free	$46.00	$46.00	$46.00	0	0	PATENTE
 BRONCOLIN JARABE	Broncolin Jarabe	$105.00	$105.00	$105.00	0	0	PATENTE
7.14707E+11	Broncolin Tab Cereza	$28.00	$28.00	$28.00	0	0	PATENTE
7.50112E+12	Broxol Air Sol	$267.00	$267.00	$267.00	1	0	PATENTE
7.50112E+12	Broxol Air Solucion	$160.00	$160.00	$160.00	0	0	PATENTE
7.50124E+11	Broxol Plus Pediatrico	$145.00	$145.00	$145.00	0	0	PATENTE
7.50112E+12	Broxol Solucion	$160.00	$160.00	$160.00	0	0	PATENTE
7.50154E+12	Brunadol	$40.00	$40.00	$40.00	2	0	GENERICOS
7.50154E+12	Brunadol Suspension	$48.00	$48.00	$48.00	0	0	generico (Eliminado 06/08/2020)
 BUBULUBU CRUSH	Bubulubu Crush	$8.00	$8.00	$8.00	6	0	VENTA LIBRE
 BUBULUBU DARK	Bubulubu Dark	$8.00	$8.00	$8.00	3	0	VENTA LIBRE
 BUBULU FROSH	Bubulubu Frosh	$8.00	$8.00	$8.00	0	0	VENTA LIBRE
 BUBULUBU PACK	Bubulubu Packc/2	$10.00	$10.00	$10.00	0	0	VENTA LIBRE
5.00456E+11	Budesonida Ampolletas Para Nebulizar	$350.00	$350.00	$350.00	0	0	GENERICOS
7.50113E+12	Budesonida Susp 0.250mg	$150.00	$150.00	$150.00	0	0	GENERICOS
7.50104E+12	Buscapina C36 Grageas	$180.00	$180.00	$180.00	0	0	PATENTE
7.50104E+12	Buscapina Comp c20	$162.00	$162.00	$162.00	0	0	PATENTE
 BUSCAPINA COMPUESTA 	Buscapina Compositum Suelta	$10.00	$10.00	$10.00	36	0	PASTILLAS SUELTAS
7.50104E+12	Buscapina Compuesta 	$193.00	$193.00	$193.00	0	0	PATENTE
7.50117E+12	Buscapina Duo Tabletas	$105.00	$105.00	$105.00	0	0	PATENTE
 BUSCAPINA DUO TABLET	Buscapina Duo Tabletas	$10.00	$10.00	$10.00	6	0	PASTILLAS SUELTAS
7.50104E+12	Buscapina Fem 	$115.00	$115.00	$115.00	0	0	PATENTE
 BUSCAPINA FEM SUELTA	Buscapina Fem Suelta	$12.00	$12.00	$12.00	0	0	PASTILLAS SUELTAS
7.50104E+12	Buscapina Grageas	$135.00	$135.00	$135.00	0	0	PATENTE
7.50117E+12	Buscapina Tabletas Con 12	$87.00	$87.00	$87.00	0	0	PATENTE
 BUSCAPINA TAB	Buscapina Tabletas Sueltas	$8.00	$8.00	$8.00	0	0	PASTILLAS SUELTAS
7.50157E+12	Butilhioscina  Tabletas	$45.00	$45.00	$45.00	2	0	GENERICOS
7.50154E+12	Butilhioscina Con Metamizol Tabletas	$45.00	$45.00	$45.00	0	0	GENERICOS
7.50135E+12	Butilhioscina Inyectable	$50.00	$50.00	$50.00	2	0	GENERICOS
 BUTTER TOFFES	Butter Toffes	$1.50	$1.50	$1.50	0	0	VENTA LIBRE
7.50225E+12	Bye Bytes Crema Repelente 20 G	$58.00	$58.00	$58.00	0	0	PERFUMERIA
 CACHUATES KACANG	CACAHUATES KACANG 	$11.00	$11.00	$11.00	0	0	VENTA LIBRE
 CAFIASPIRINA FORTE 	CAFIASPIRINA FORTE SUELTA 	$8.00	$8.00	$8.00	0	0	PATENTE
 CAJA DE REGALO 14 FE	CAJA DE REGALO 14 DE FEBRERO GRANDE	$75.00	$75.00	$75.00	0	0	PAPELERIA
 CAJA DE REGALO FEB	CAJA DE REGALO 14 FEBRERO CHICA	$55.00	$55.00	$55.00	1	0	PAPELERIA
 CAJA DE REGALO 14 F	CAJA DE REGALO 14 FEBRERO MEDIANA	$60.00	$60.00	$60.00	1	0	PAPELERIA
 CAJA DE REGALO 14	CAJA DE REGALO CILINDRICA 14 DE FEBRERO CHICA 2	$45.00	$45.00	$45.00	1	0	PAPELERIA
 CAJA CUADRADRA	CAJA DE REGALO CUADRADA TAPA NEGRA	$55.00	$55.00	$55.00	2	0	PAPELERIA
 CAJA DE REGALO CUAD	CAJA DE REGALO TAPA DE COLORES	$25.00	$25.00	$25.00	1	0	PAPELERIA
 CAJA DE REGALOS	CAJA DE REGALOS TAPA DE COLORES    	$32.00	$32.00	$32.00	1	0	PAPELERIA
 CANELITAS 	CANELITAS 	$14.00	$14.00	$14.00	4	0	VENTA LIBRE
 CANELITAS TUBO 	CANELITAS TUBO 	$22.00	$22.00	$22.00	0	0	VENTA LIBRE
7.50201E+12	CEFLACLOR Capsulas 500 Mg	$110.00	$110.00	$110.00	1	0	GENERICOS
7.50107E+12	CEPILLO CLINIC 	$10.00	$10.00	$10.00	0	0	PERFUMERIA
7.50106E+12	CEREAL NESTLE CUATRO CEREALES	$48.00	$48.00	$48.00	1	0	- Sin Departamento -
 CHEMISSE	CHEMISSE PALETA 	$15.00	$15.00	$15.00	14	0	VENTA LIBRE
 CHETOS 	CHETOS 	$9.00	$9.00	$9.00	0	0	VENTA LIBRE
 CHICHARRON DE CERDO 	CHICHARRON DE CERDO 	$13.00	$13.00	$13.00	3	0	VENTA LIBRE
 CHICLE CHICKS	CHICLE CHICKS	$1.00	$1.00	$1.00	0	0	VENTA LIBRE
 CHICLE TATUAJE 	CHICLE TATUAJE 	$1.00	$1.00	$1.00	0	0	VENTA LIBRE
 CHIKITI FRIS KUL	CHIKITI FRIS KUL	$5.00	$5.00	$5.00	0	0	VENTA LIBRE
